Order,ID,Theatre,Name,Original_Revival,Play_Musical,Genre,Sub_Genre,Opening,Closing,Performance Count,Cast Size,Capacity
1,MASTERHAROLD…andtheboys2003,Bernard B. Jacobs ,MASTER HAROLD…and the boys,Revival,Play,Drama,,"Jun 01, 2003","Jul 13, 2003",49,5,1078
2,"night,Mother1983",John Golden ,"night, Mother",Original,Play,,,"Mar 31, 1983","Feb 26, 1984",380,4,805
3,"night,Mother2004",Bernard B. Jacobs ,"night, Mother",Revival,Play,Drama,,"Nov 14, 2004","Jan 09, 2005",65,4,1078
4,[titleofshow]2008,Lyceum ,[title of show],Original,Musical,Comedy,,"Jul 17, 2008","Oct 12, 2008",102,6,922
5,110intheShade2007,Studio 54,110 in the Shade,Revival,Musical,,,"May 09, 2007","Jul 29, 2007",94,17,1006
6,132008,Bernard B. Jacobs ,13,Original,Musical,Comedy,,"Oct 05, 2008","Jan 04, 2009",105,19,1078
7,17761997,Gershwin ,1776,Revival,Musical,Comedy,History,"Aug 14, 1997","Jun 14, 1998",333,32,1933
8,19842017,Hudson ,1984,Original,Play,Drama,,"Jun 22, 2017","Oct 08, 2017",125,15,970
9,3PennyOpera1989,Lunt-Fontanne ,3 Penny Opera,Revival,Musical,Drama,,"Nov 05, 1989","Dec 31, 1989",65,27,1519
10,33Variations2009,Eugene O'Neill ,33 Variations,Original,Play,Drama,Play with music,"Mar 09, 2009","May 21, 2009",85,12,1066
11,42ndStreet1980,St. James ,42nd Street,Original,Musical,Comedy,,"Aug 25, 1980","Jan 08, 1989",3486,52,1709
12,42ndStreet2001,Lyric ,42nd Street,Revival,Musical,Comedy,,"May 02, 2001","Jan 02, 2005",1524,53,1938
13,45SecondsFromBroadway2001,Richard Rodgers ,45 Seconds From Broadway,Original,Play,Comedy,,"Nov 11, 2001","Jan 13, 2002",73,20,1400
14,700Sundays2004,Broadhurst ,700 Sundays,Original,Play,Solo,,"Dec 05, 2004","Jun 12, 2005",163,1,1186
15,700Sundays2013,Imperial ,700 Sundays,Original,Play,Solo,,"Nov 13, 2013","Jan 05, 2014",46,1,1443
16,9to52009,Marquis ,9 to 5,Original,Musical,Comedy,,"Apr 30, 2009","Sep 06, 2009",148,30,1612
17,ABehandinginSpokane2010,Gerald Schoenfeld ,A Behanding in Spokane,Original,Play,Comedy,,"Mar 04, 2010","Jun 06, 2010",108,8,1079
18,ABronxTale2007,Walter Kerr ,A Bronx Tale,Original,Special,Solo,,"Oct 25, 2007","Feb 24, 2008",111,1,945
19,ACateredAffair2008,Walter Kerr ,A Catered Affair,Original,Musical,,,"Apr 17, 2008","Jul 27, 2008",116,14,945
20,AChangeintheHeir1990,Edison ,A Change in the Heir,Original,Musical,Comedy,,"Apr 29, 1990","May 13, 1990",23,12,541
21,AChorusLine1975,Shubert ,A Chorus Line,Original,Musical,Drama,,"Jul 25, 1975","Apr 28, 1990",6137,28,1460
22,AChorusLine2006,Gerald Schoenfeld ,A Chorus Line,Revival,Musical,Drama,,"Oct 05, 2006","Aug 17, 2008",759,29,1079
23,AChristmasCarol1991,Eugene O'Neill ,A Christmas Carol,Original,Play,Solo,,"Dec 19, 1991","Dec 29, 1991",14,1,1066
24,AChristmasCarol1992,Broadhurst ,A Christmas Carol,Revival,Play,Solo,,"Dec 17, 1992","Jan 03, 1993",22,1,1186
25,AChristmasCarol1994,Richard Rodgers ,A Christmas Carol,Revival,Play,Solo,,"Dec 22, 1994","Jan 08, 1995",18,1,1400
26,AChristmasCarol2001,Marquis ,A Christmas Carol,Revival,Play,Solo,,"Dec 24, 2001","Dec 30, 2001",8,1,1612
27,AChristmasStoryTheMusical2012,Lunt-Fontanne ,A Christmas Story The Musical,Original,Musical,Comedy,,"Nov 19, 2012","Dec 30, 2012",51,33,1519
28,AClassAct2001,Ambassador ,A Class Act,Original,Musical,,,"Mar 11, 2001","Jun 10, 2001",105,12,1125
29,ADayintheDeathofJoeEgg2003,American Airlines ,A Day in the Death of Joe Egg,Revival,Play,Comedy,,"Apr 03, 2003","Jun 01, 2003",69,12,740
30,ADelicateBalance1996,Gerald Schoenfeld ,A Delicate Balance,Revival,Play,Drama,,"Apr 21, 1996","Sep 29, 1996",185,10,1079
31,ADelicateBalance2014,John Golden ,A Delicate Balance,Revival,Play,Drama,,"Nov 20, 2014","Feb 22, 2015",108,10,805
32,ADoll'sHouse1997,Belasco ,A Doll's House,Revival,Play,Drama,,"Apr 02, 1997","Aug 31, 1997",150,11,1018
33,"ADoll'sHouse,Part22017",John Golden ,"A Doll's House, Part 2",Original,Play,Drama,,"Apr 27, 2017","Sep 24, 2017",172,8,805
34,AFewGoodMen1989,Music Box ,A Few Good Men,Original,Play,Drama,,"Nov 15, 1989","Jan 26, 1991",497,21,1009
35,AFreeManofColor2010,Vivian Beaumont ,A Free Man of Color,Original,Play,Drama,,"Nov 18, 2010","Jan 09, 2011",61,32,1080
36,AFunnyThingHappenedontheWaytotheForum1996,St. James ,A Funny Thing Happened on the Way to the Forum,Revival,Musical,Comedy,Farce,"Apr 18, 1996","Jan 04, 1998",715,27,1709
37,AGentleman'sGuidetoLove&Murder2013,Walter Kerr ,A Gentleman's Guide to Love & Murder,Original,Musical,Comedy,,"Nov 17, 2013","Jan 17, 2016",905,15,945
38,AGrandNightforSinging1993,Criterion Center Stage Right,A Grand Night for Singing,Original,Musical,Revue,,"Nov 17, 1993","Jan 01, 1994",52,7,499
39,ALifeintheTheatre2010,Gerald Schoenfeld ,A Life in the Theatre,Original,Play,Comedy,,"Oct 12, 2010","Nov 28, 2010",56,4,1079
40,ALittleHotelontheSide1992,Belasco ,A Little Hotel on the Side,Original,Play,,,"Jan 26, 1992","Mar 01, 1992",41,34,1018
41,ALittleNightMusic2009,Walter Kerr ,A Little Night Music,Revival,Musical,Romantic Comedy,,"Dec 13, 2009","Jan 09, 2011",425,20,945
42,AManforAllSeasons2008,American Airlines ,A Man for All Seasons,Revival,Play,,,"Oct 07, 2008","Dec 14, 2008",73,22,740
43,AMidsummerNight'sDream1996,Lunt-Fontanne ,A Midsummer Night's Dream,Revival,Play,Comedy,,"Mar 31, 1996","May 26, 1996",65,19,1519
44,AMonthintheCountry1995,Criterion Center Stage Right,A Month in the Country,Revival,Play,,,"Apr 25, 1995","Jun 10, 1995",55,19,499
45,AMoonfortheMisbegotten1984,Cort ,A Moon for the Misbegotten,Revival,Play,Drama,,"May 01, 1984","Jun 09, 1984",40,8,1084
46,AMoonfortheMisbegotten2000,Walter Kerr ,A Moon for the Misbegotten,Revival,Play,Drama,,"Mar 19, 2000","Jul 02, 2000",120,7,945
47,AMoonfortheMisbegotten2007,Brooks Atkinson ,A Moon for the Misbegotten,Revival,Play,Drama,,"Apr 09, 2007","Jun 10, 2007",71,7,1094
48,ANakedGirlontheAppianWay2005,American Airlines ,A Naked Girl on the Appian Way,Original,Play,,,"Oct 06, 2005","Dec 04, 2005",69,13,740
49,ANightwithJanisJoplin2013,Lyceum ,A Night with Janis Joplin,Original,Musical,,,"Oct 10, 2013","Feb 09, 2014",140,8,922
50,ARaisinintheSun2004,Bernard B. Jacobs ,A Raisin in the Sun,Revival,Play,Drama,,"Apr 26, 2004","Jul 11, 2004",88,16,1078
51,ARaisinintheSun2014,Ethel Barrymore ,A Raisin in the Sun,Revival,Play,Drama,,"Apr 03, 2014","Jun 15, 2014",85,17,1096
52,ASmallFamilyBusiness1992,Music Box ,A Small Family Business,Original,Play,,,"Apr 27, 1992","Jun 07, 1992",48,21,1009
53,ASteadyRain2009,Gerald Schoenfeld ,A Steady Rain,Original,Play,,,"Sep 29, 2009","Dec 06, 2009",80,4,1079
54,AStreetcarNamedDesire1988,Circle in the Square ,A Streetcar Named Desire,Revival,Play,Drama,,"Mar 10, 1988","May 22, 1988",84,18,840
55,AStreetcarNamedDesire1992,Ethel Barrymore ,A Streetcar Named Desire,Revival,Play,Drama,,"Apr 12, 1992","Aug 09, 1992",137,17,1096
56,AStreetcarNamedDesire2005,Studio 54,A Streetcar Named Desire,Revival,Play,Drama,,"Apr 26, 2005","Jul 03, 2005",73,17,1006
57,AStreetcarNamedDesire2012,Broadhurst ,A Streetcar Named Desire,Revival,Play,Drama,,"Apr 22, 2012","Jul 22, 2012",105,14,1186
58,ATaleofTwoCities2008,Al Hirschfeld ,A Tale of Two Cities,Original,Musical,Drama,,"Sep 18, 2008","Nov 09, 2008",60,38,1424
59,AThousandClowns1996,Criterion Center Stage Right,A Thousand Clowns,Revival,Play,,,"Jul 14, 1996","Aug 10, 1996",32,9,499
60,AThousandClowns2001,Longacre ,A Thousand Clowns,Revival,Play,Comedy,,"Jul 11, 2001","Sep 23, 2001",83,10,1091
61,ATimetoKill2013,John Golden ,A Time to Kill,Original,Play,Drama,Thriller,"Oct 20, 2013","Nov 17, 2013",33,17,805
62,ATouchofthePoet2005,Studio 54,A Touch of the Poet,Revival,Play,Drama,,"Dec 08, 2005","Jan 29, 2006",50,13,1006
63,ATunaChristmas1994,Booth ,A Tuna Christmas,Original,Play,Comedy,,"Dec 15, 1994","Jan 01, 1995",20,4,766
64,AViewFromtheBridge1997,Criterion Center Stage Right,A View From the Bridge,Revival,Play,Drama,,"Dec 14, 1997","Aug 30, 1998",239,33,499
65,AViewFromtheBridge2010,Cort ,A View From the Bridge,Revival,Play,Drama,,"Jan 24, 2010","Apr 04, 2010",81,16,1084
66,AViewFromtheBridge2015,Lyceum ,A View From the Bridge,Revival,Play,Drama,,"Nov 12, 2015","Feb 21, 2016",115,12,922
67,AWalkintheWoods1988,Booth ,A Walk in the Woods,Original,Play,,,"Feb 28, 1988","Jun 26, 1988",137,4,766
68,AWomanofIndependentMeans1984,Samuel J. Friedman ,A Woman of Independent Means,Original,Play,Solo,,"May 03, 1984","May 13, 1984",13,1,650
69,AYearWithFrogandToad2003,Cort ,A Year With Frog and Toad,Original,Musical,Comedy,Fantasy,"Apr 13, 2003","Jun 15, 2003",73,7,1084
70,AbeLincolninIllinois1993,Vivian Beaumont ,Abe Lincoln in Illinois,Revival,Play,Drama,,"Nov 29, 1993","Jan 02, 1994",40,49,1080
71,AbsurdPersonSingular2005,Samuel J. Friedman ,Absurd Person Singular,Revival,Play,Comedy,,"Oct 18, 2005","Dec 04, 2005",56,10,650
72,AccentonYouth2009,Samuel J. Friedman ,Accent on Youth,Revival,Play,Comedy,,"Apr 29, 2009","Jun 28, 2009",71,13,650
73,AccidentalDeathofanAnarchist1984,Belasco ,Accidental Death of an Anarchist,Original,Play,,,"Nov 15, 1984","Dec 01, 1984",20,10,1018
74,Accomplice1990,Richard Rodgers ,Accomplice,Original,Play,Comedy,Thriller,"Apr 26, 1990","Jun 10, 1990",52,8,1400
75,ActOne2014,Vivian Beaumont ,Act One,Original,Play,,,"Apr 17, 2014","Jun 15, 2014",67,22,1080
76,AfterMidnight2013,Brooks Atkinson ,After Midnight,Original,Musical,Revue,,"Nov 03, 2013","Jun 29, 2014",273,29,1094
77,AfterMissJulie2009,American Airlines ,After Miss Julie,Original,Play,Drama,,"Oct 22, 2009","Dec 06, 2009",53,8,740
78,AfterTheFall2004,American Airlines ,After The Fall,Revival,Play,Drama,,"Jul 29, 2004","Sep 12, 2004",53,15,740
79,AftertheNightandtheMusic2005,Samuel J. Friedman ,After the Night and the Music,Original,Play,Comedy,,"Jun 01, 2005","Jul 03, 2005",38,9,650
80,"Ah,Wilderness!1988",Neil Simon ,"Ah, Wilderness!",Revival,Play,Comedy,,"Jun 23, 1988","Jul 23, 1988",13,18,1467
81,"Ah,Wilderness!1998",Vivian Beaumont ,"Ah, Wilderness!",Revival,Play,Comedy,,"Mar 18, 1998","May 03, 1998",54,20,1080
82,Aida2000,Palace ,Aida,Original,Musical,Drama,,"Mar 23, 2000","Sep 05, 2004",1852,31,1743
83,Ain'tBroadwayGrand1993,Lunt-Fontanne ,Ain't Broadway Grand,Original,Musical,Comedy,,"Apr 18, 1993","May 09, 1993",25,35,1519
84,Ain'tMisbehavin'1988,Ambassador ,Ain't Misbehavin',Revival,Musical,Revue,,"Aug 15, 1988","Jan 15, 1989",176,9,1125
85,AirlineHighway2015,Samuel J. Friedman ,Airline Highway,Original,Play,,,"Apr 23, 2015","Jun 07, 2015",53,16,650
86,AllAboutMe2010,Stephen Sondheim ,All About Me,Original,Musical,,,"Mar 18, 2010","Apr 04, 2010",20,6,1055
87,AllMySons1987,John Golden ,All My Sons,Revival,Play,Drama,,"Apr 22, 1987","May 17, 1987",31,14,805
88,AllMySons2008,Gerald Schoenfeld ,All My Sons,Revival,Play,Drama,,"Oct 16, 2008","Jan 11, 2009",101,15,1079
89,AllShookUp2005,Palace ,All Shook Up,Original,Musical,,,"Mar 24, 2005","Sep 25, 2005",213,30,1743
90,AllTheWay2014,Neil Simon ,All The Way,Original,Play,Drama,,"Mar 06, 2014","Jun 29, 2014",131,24,1467
91,Allegiance2015,Longacre ,Allegiance,Original,Musical,,,"Nov 08, 2015","Feb 14, 2016",111,23,1091
92,AloneTogether1984,Music Box ,Alone Together,Original,Play,,,"Oct 21, 1984","Jan 12, 1985",97,10,1009
93,"Amélie,ANewMusical2017",Walter Kerr ,"Amélie, A New Musical",Original,Musical,Romantic Comedy,,"Apr 03, 2017","May 21, 2017",56,18,945
94,Amadeus1999,Music Box ,Amadeus,Revival,Play,Drama,,"Dec 15, 1999","May 14, 2000",173,21,1009
95,AmazingGrace2015,Nederlander ,Amazing Grace,Original,Musical,,,"Jul 16, 2015","Oct 25, 2015",116,31,1235
96,AmericanBuffalo1983,Booth ,American Buffalo,Revival,Play,,,"Oct 27, 1983","Feb 04, 1984",93,5,766
97,AmericanBuffalo2008,Belasco ,American Buffalo,Revival,Play,,,"Nov 17, 2008","Nov 24, 2008",8,6,1018
98,AmericanIdiot2010,St. James ,American Idiot,Original,Musical,,,"Apr 20, 2010","Apr 24, 2011",422,24,1709
99,AmericanPsycho2016,Gerald Schoenfeld ,American Psycho,Original,Musical,,,"Apr 21, 2016","Jun 05, 2016",54,20,1079
100,Amour2002,Music Box ,Amour,Original,Musical,Romantic Comedy,,"Oct 20, 2002","Nov 03, 2002",17,12,1009
101,Amy'sView1999,Ethel Barrymore ,Amy's View,Original,Play,,,"Apr 15, 1999","Jul 18, 1999",103,11,1096
102,AnActofGod2015,Studio 54,An Act of God,Original,Play,Comedy,,"May 28, 2015","Aug 02, 2015",76,4,1006
103,AnActofGod2016,Booth ,An Act of God,Original,Play,Comedy,,"Jun 06, 2016","Sep 04, 2016",98,5,766
104,AnAlmostHolyPicture2002,American Airlines ,An Almost Holy Picture,Original,Play,Solo,Drama,"Feb 07, 2002","Apr 07, 2002",69,2,740
105,AnAmericanDaughter1997,Cort ,An American Daughter,Original,Play,,,"Apr 13, 1997","Jun 29, 1997",89,22,1084
106,AnAmericaninParis2015,Palace ,An American in Paris,Original,Musical,,,"Apr 12, 2015","Oct 09, 2016",623,33,1743
107,AnEnemyofthePeople2012,Samuel J. Friedman ,An Enemy of the People,Revival,Play,Drama,,"Sep 27, 2012","Nov 18, 2012",59,14,650
108,AnEveningwithJerryHerman1998,Booth ,An Evening with Jerry Herman,Original,Musical,Revue,,"Jul 28, 1998","Aug 23, 1998",28,4,766
109,AnEveningwithPattiLuPoneandMandyPatinkin2011,Ethel Barrymore ,An Evening with Patti LuPone and Mandy Patinkin,Original,Special,Concert,,"Nov 21, 2011","Jan 13, 2012",57,2,1096
110,AnIdealHusband1996,Ethel Barrymore ,An Ideal Husband,Revival,Play,Comedy,,"May 01, 1996","Jan 26, 1997",307,16,1096
111,AnInspectorCalls1994,Bernard B. Jacobs ,An Inspector Calls,Revival,Play,Drama,,"Apr 27, 1994","May 28, 1995",454,26,1078
112,AndréDeShields'HaarlemNocturne1984,Latin Quarter,André DeShields' Haarlem Nocturne,Original,Musical,Revue,,"Nov 18, 1984","Dec 30, 1984",49,5,499
113,AndréHeller'sWonderhouse1991,Broadhurst ,André Heller's Wonderhouse,Original,Musical,Variety,,"Oct 20, 1991","Oct 27, 1991",9,12,1186
114,AngelsinAmerica:MillenniumApproaches1993,Walter Kerr ,Angels in America: Millennium Approaches,Original,Play,,,"May 04, 1993","Dec 04, 1994",367,13,945
115,AngelsinAmerica:Perestroika1993,Walter Kerr ,Angels in America: Perestroika,Original,Play,,,"Nov 23, 1993","Dec 04, 1994",217,14,945
116,Ann2013,Vivian Beaumont ,Ann,Original,Play,Solo,,"Mar 07, 2013","Jun 30, 2013",132,2,1080
117,AnnaChristie1993,Criterion Center Stage Right,Anna Christie,Revival,Play,Drama,,"Jan 14, 1993","Feb 28, 1993",53,8,499
118,AnnaintheTropics2003,Bernard B. Jacobs ,Anna in the Tropics,Original,Play,Drama,,"Nov 16, 2003","Feb 22, 2004",113,9,1078
119,AnnaKarenina1992,Circle in the Square ,Anna Karenina,Original,Musical,,,"Aug 26, 1992","Oct 04, 1992",46,19,840
120,Annie1997,Al Hirschfeld ,Annie,Revival,Musical,Comedy,,"Mar 26, 1997","Oct 19, 1997",239,29,1424
121,Annie2012,Palace ,Annie,Revival,Musical,Comedy,,"Nov 08, 2012","Jan 05, 2014",487,32,1743
122,AnnieGetYourGun1999,Marquis ,Annie Get Your Gun,Revival,Musical,Comedy,,"Mar 04, 1999","Sep 01, 2001",1045,36,1612
123,AnyGivenDay1993,Longacre ,Any Given Day,Original,Play,,,"Nov 16, 1993","Dec 12, 1993",32,13,1091
124,AnythingGoes1987,Vivian Beaumont ,Anything Goes,Revival,Musical,Comedy,,"Oct 19, 1987","Sep 03, 1989",784,32,1080
125,AnythingGoes2011,Stephen Sondheim ,Anything Goes,Revival,Musical,Comedy,,"Apr 07, 2011","Jul 08, 2012",521,30,1055
126,Arcadia1995,Vivian Beaumont ,Arcadia,Original,Play,,,"Mar 30, 1995","Aug 27, 1995",173,18,1080
127,Arcadia2011,Ethel Barrymore ,Arcadia,Revival,Play,,,"Mar 17, 2011","Jun 19, 2011",108,17,1096
128,Aren'tWeAll?1985,Brooks Atkinson ,Aren't We All?,Revival,Play,Comedy,Romantic Comedy,"Apr 29, 1985","Jul 21, 1985",93,15,1094
129,ArmsandtheMan1985,Circle in the Square ,Arms and the Man,Revival,Play,Comedy,,"May 30, 1985","Sep 01, 1985",109,11,840
130,ArsenicandOldLace1986,Richard Rodgers ,Arsenic and Old Lace,Revival,Play,Comedy,,"Jun 26, 1986","Jan 03, 1987",221,18,1400
131,Art1998,Bernard B. Jacobs ,Art,Original,Play,,,"Mar 01, 1998","Aug 08, 1999",600,5,1078
132,ArtistDescendingaStaircase1989,Helen Hayes ,Artist Descending a Staircase,Original,Play,,,"Nov 30, 1989","Dec 31, 1989",36,10,597
133,AsIs1985,Lyceum ,As Is,Original,Play,Drama,,"May 01, 1985","Jan 04, 1986",285,11,922
134,AsYouLikeIt1986,Belasco ,As You Like It,Revival,Play,Comedy,,"Nov 12, 1986","May 31, 1987",174,19,1018
135,Asinamali!1987,Jack Lawrence ,Asinamali!,Original,Play,,,"Apr 23, 1987","May 17, 1987",28,7,865
136,AspectsofLove1990,Broadhurst ,Aspects of Love,Original,Musical,,,"Apr 08, 1990","Mar 02, 1991",377,23,1186
137,Assassins2004,Studio 54,Assassins,Original,Musical,Drama,,"Apr 22, 2004","Jul 18, 2004",101,19,1006
138,August:OsageCounty2007,Imperial ,August: Osage County,Original,Play,,,"Dec 04, 2007","Jun 28, 2009",648,19,1443
139,AvenueQ2003,John Golden ,Avenue Q,Original,Musical,Comedy,Puppets,"Jul 31, 2003","Sep 13, 2009",2534,13,805
140,AwakeandSing!1984,Circle in the Square ,Awake and Sing!,Revival,Play,Drama,,"Mar 08, 1984","Apr 29, 1984",61,13,840
141,AwakeandSing!2006,Belasco ,Awake and Sing!,Revival,Play,Drama,,"Apr 17, 2006","Jun 25, 2006",80,15,1018
142,Baby1983,Ethel Barrymore ,Baby,Original,Musical,,,"Dec 04, 1983","Jul 01, 1984",241,17,1096
143,BabyIt'sYou!2011,Broadhurst ,Baby It's You!,Original,Musical,,,"Apr 27, 2011","Sep 04, 2011",148,19,1186
144,BandinBerlin1999,Helen Hayes ,Band in Berlin,Original,Musical,Revue,,"Mar 07, 1999","Mar 21, 1999",17,10,597
145,Bandstand2017,Bernard B. Jacobs ,Bandstand,Original,Musical,,,"Apr 26, 2017","Sep 17, 2017",166,28,1078
146,BarefootinthePark2006,Cort ,Barefoot in the Park,Revival,Play,Comedy,,"Feb 16, 2006","May 21, 2006",109,9,1084
147,Barrymore1997,Music Box ,Barrymore,Original,Play,,,"Mar 25, 1997","Nov 02, 1997",236,3,1009
148,BeautyandtheBeast1994,Palace ,Beauty and the Beast,Original,Musical,Comedy,,"Apr 18, 1994","Jul 29, 2007",5461,39,1743
149,Beethoven'sTenth1984,Nederlander ,Beethoven's Tenth,Original,Play,Comedy,,"Apr 22, 1984","May 13, 1984",25,14,1235
150,BellsAreRinging2001,Gerald Schoenfeld ,Bells Are Ringing,Revival,Musical,Comedy,,"Apr 12, 2001","Jun 10, 2001",68,26,1079
151,Benefactors1985,Brooks Atkinson ,Benefactors,Original,Play,,,"Dec 22, 1985","Jun 29, 1986",217,6,1094
152,BengalTigerattheBaghdadZoo2011,Richard Rodgers ,Bengal Tiger at the Baghdad Zoo,Original,Play,Drama,,"Mar 31, 2011","Jul 03, 2011",108,11,1400
153,Betrayal2000,American Airlines ,Betrayal,Revival,Play,Drama,,"Nov 14, 2000","Feb 04, 2001",89,6,740
154,Betrayal2013,Ethel Barrymore ,Betrayal,Revival,Play,Drama,,"Oct 27, 2013","Jan 05, 2014",83,7,1096
155,Big1996,Shubert ,Big,Original,Musical,Comedy,,"Apr 28, 1996","Oct 13, 1996",193,31,1460
156,BigDeal1986,Broadway ,Big Deal,Original,Musical,Dance,,"Apr 10, 1986","Jun 08, 1986",69,32,1761
157,BigFish2013,Neil Simon ,Big Fish,Original,Musical,Drama,,"Oct 06, 2013","Dec 29, 2013",98,27,1467
158,BigRiver1985,Eugene O'Neill ,Big River,Original,Musical,Comedy,,"Apr 25, 1985","Sep 20, 1987",1005,23,1066
159,BigRiver2003,American Airlines ,Big River,Revival,Musical,Comedy,Sign Language,"Jul 24, 2003","Sep 21, 2003",67,23,740
160,BillyElliot:TheMusical2008,Imperial ,Billy Elliot: The Musical,Original,Musical,,,"Nov 13, 2008","Jan 08, 2012",1312,52,1443
161,BiloxiBlues1985,Neil Simon ,Biloxi Blues,Original,Play,Comedy,,"Mar 28, 1985","Jun 28, 1986",524,15,1467
162,BlackandBlue1989,Minskoff ,Black and Blue,Original,Musical,Revue,,"Jan 26, 1989","Jan 20, 1991",829,29,1710
164,Blackbird2016,Belasco ,Blackbird,Original,Play,Drama,,"Mar 10, 2016","Jun 11, 2016",108,5,1018
165,BlitheSpirit1987,Neil Simon ,Blithe Spirit,Revival,Play,Comedy,Farce,"Mar 31, 1987","Jun 28, 1987",104,10,1467
166,BlitheSpirit2009,Shubert ,Blithe Spirit,Revival,Play,Comedy,Farce,"Mar 15, 2009","Jul 19, 2009",145,10,1460
167,BloodBrothers1993,Music Box ,Blood Brothers,Original,Musical,,,"Apr 25, 1993","Apr 30, 1995",840,16,1009
168,BloodKnot1985,John Golden ,Blood Knot,Original,Play,,,"Dec 10, 1985","Mar 02, 1986",95,4,805
169,BloodyBloodyAndrewJackson2010,Bernard B. Jacobs ,Bloody Bloody Andrew Jackson,Original,Musical,History,,"Oct 13, 2010","Jan 02, 2011",94,20,1078
170,Boeing-Boeing2008,Longacre ,Boeing-Boeing,Revival,Play,Comedy,,"May 04, 2008","Jan 04, 2009",279,10,1091
171,BombayDreams2004,Broadway ,Bombay Dreams,Original,Musical,,,"Apr 29, 2004","Jan 01, 2005",284,39,1761
172,BonnieandClyde2011,Gerald Schoenfeld ,Bonnie and Clyde,Original,Musical,Drama,,"Dec 01, 2011","Dec 30, 2011",36,25,1079
173,BornYesterday1989,Richard Rodgers ,Born Yesterday,Revival,Play,Comedy,,"Jan 29, 1989","Jun 11, 1989",153,14,1400
174,BornYesterday2011,Cort ,Born Yesterday,Revival,Play,Comedy,,"Apr 24, 2011","Jun 26, 2011",73,14,1084
175,BreakfastatTiffany's2013,Cort ,Breakfast at Tiffany's,Original,Play,,,"Mar 20, 2013","Apr 21, 2013",38,15,1084
176,BreakingtheCode1987,Neil Simon ,Breaking the Code,Original,Play,Drama,,"Nov 15, 1987","Apr 10, 1988",169,13,1467
177,Bridge&Tunnel2006,Helen Hayes ,Bridge & Tunnel,Original,Play,Solo,,"Jan 26, 2006","Aug 06, 2006",213,1,597
178,BriefEncounter2010,Studio 54,Brief Encounter,Original,Play,Melodrama,Play with music,"Sep 28, 2010","Jan 02, 2011",111,9,1006
179,BrightStar2016,Cort ,Bright Star,Original,Musical,,,"Mar 24, 2016","Jun 26, 2016",109,22,1084
180,BrightonBeachMemoirs1983,Neil Simon ,Brighton Beach Memoirs,Original,Play,Comedy,,"Mar 27, 1983","May 11, 1986",1299,13,1467
181,BrightonBeachMemoirs2009,Nederlander ,Brighton Beach Memoirs,Revival,Play,Comedy,,"Oct 25, 2009","Nov 01, 2009",9,12,1235
182,"Bringin'DaNoise,Bringin'DaFunk1996",Ambassador ,"Bring in 'Da Noise, Bring in 'Da Funk",Original,Musical,Dance,,"Apr 25, 1996","Jan 10, 1999",1135,15,1125
183,BringItOnTheMusical2012,St. James ,Bring It On The Musical,Original,Musical,Comedy,,"Aug 01, 2012","Dec 30, 2012",171,37,1709
184,BroadwayBound1986,Broadhurst ,Broadway Bound,Original,Play,Comedy,,"Dec 04, 1986","Sep 25, 1988",756,12,1186
185,BrokenGlass1994,Booth ,Broken Glass,Original,Play,,,"Apr 24, 1994","Jun 26, 1994",73,6,766
186,BronxBombers2014,Circle in the Square ,Bronx Bombers,Original,Play,,,"Feb 06, 2014","Mar 02, 2014",29,13,840
187,Brooklyn2004,Gerald Schoenfeld ,Brooklyn,Original,Musical,,,"Oct 21, 2004","Jun 26, 2005",284,10,1079
188,BrooklynBoy2005,Samuel J. Friedman ,Brooklyn Boy,Original,Play,Drama,,"Feb 03, 2005","Mar 27, 2005",62,11,650
189,Buddy1990,Shubert ,Buddy,Original,Musical,,,"Nov 04, 1990","May 19, 1991",225,26,1460
190,BulletsOverBroadway2014,St. James ,Bullets Over Broadway,Original,Musical,Comedy,,"Apr 10, 2014","Aug 24, 2014",156,31,1709
191,BuriedChild1996,Brooks Atkinson ,Buried Child,Original,Play,Drama,,"Apr 30, 1996","Jun 30, 1996",72,12,1094
192,BurnThis1987,Gerald Schoenfeld ,Burn This,Original,Play,Drama,,"Oct 14, 1987","Oct 29, 1988",437,7,1079
193,BusStop1996,Circle in the Square ,Bus Stop,Revival,Play,Comedy,,"Feb 22, 1996","Mar 17, 1996",29,9,840
194,Butley2006,Booth ,Butley,Revival,Play,,,"Oct 25, 2006","Jan 14, 2007",94,12,766
195,ByJeeves2001,Helen Hayes ,By Jeeves,Original,Musical,Comedy,,"Oct 28, 2001","Dec 30, 2001",73,16,597
196,ByeByeBirdie2009,Stephen Sondheim ,Bye Bye Birdie,Revival,Musical,Comedy,,"Oct 15, 2009","Jan 24, 2010",117,37,1055
197,Cabaret1987,Imperial ,Cabaret,Revival,Musical,Drama,,"Oct 22, 1987","Jun 04, 1988",261,32,1443
198,Cabaret1998,Studio 54,Cabaret,Revival,Musical,Drama,,"Mar 19, 1998","Jan 04, 2004",2377,21,1006
199,Cabaret2014,Studio 54,Cabaret,Revival,Musical,Drama,,"Apr 24, 2014","Mar 29, 2015",388,23,1006
200,CafeCrown1989,Brooks Atkinson ,Cafe Crown,Revival,Play,Comedy,,"Feb 18, 1989","Mar 26, 1989",45,22,1094
201,Camelot1993,Gershwin ,Camelot,Revival,Musical,,,"Jun 21, 1993","Aug 07, 1993",56,28,1933
